text,language,text_length,tokens,extracted_features
آئی,ur,4,['آئی'],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
তৰ ভতৰত উললখযগয মত কইট হল কলৰম মধৰ মত পৰচযপশচমৰ মশৰণ কনকলল বৰৱৰ মত পশচ পৰকত দবননদ ভৰলৰ মত কমৰপয সমৰ পৰকত ড৹ বণমধৱ বৰৱ ডমবশবৰ নওগ বশবশবৰ হজৰকৰ মত কমৰপ পৰকত আৰ ড জৰজ আবৰহম গৰযৰচন তৰপৰৱল ড সনত কমৰ চটৰজ ড বণকনত ককত ড বৰঞচ কমৰ বৰৱ ড উপনদৰনথ গসবম ড গলকচনদৰ গসবম ড মহশবৰ নওগ ড নগন ঠকৰ ড ভমকনত বৰৱ আদৰ মত মগধ পৰকত,as,477,"['তৰ', 'ভতৰত', 'উললখযগয', 'মত', 'কইট', 'হল', 'কলৰম', 'মধৰ', 'মত', 'পৰচযপশচমৰ', 'মশৰণ', 'কনকলল', 'বৰৱৰ', 'মত', 'পশচ', 'পৰকত', 'দবননদ', 'ভৰলৰ', 'মত', 'কমৰপয', 'সমৰ', 'পৰকত', 'ড৹', 'বণমধৱ', 'বৰৱ', 'ডমবশবৰ', 'নওগ', 'বশবশবৰ', 'হজৰকৰ', 'মত', 'কমৰপ', 'পৰকত', 'আৰ', 'ড', 'জৰজ', 'আবৰহম', 'গৰযৰচন', 'তৰপৰৱল', 'ড', 'সনত', 'কমৰ', 'চটৰজ', 'ড', 'বণকনত', 'ককত', 'ড', 'বৰঞচ', 'কমৰ', 'বৰৱ', 'ড', 'উপনদৰনথ', 'গসবম', 'ড', 'গলকচনদৰ', 'গসবম', 'ড', 'মহশবৰ', 'নওগ', 'ড', 'নগন', 'ঠকৰ', 'ড', 'ভমকনত', 'বৰৱ', 'আদৰ', 'মত', 'মগধ', 'পৰকত']","{'word_length': 3.5, 'sentence_length': 68.0, 'char_ngrams': 303, 'prefix_suffix_count': 98, 'unique_roots_count': 46}"
എ,ml,2,['എ'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
ਗਰਮਖ ਲਪ ਚ ਸਰ ਗਰ ਗਰਥ ਸਹਬ ਦ ਰਚਨ ਕਤ ਗਈ ਹ,pa,56,"['ਗਰਮਖ', 'ਲਪ', 'ਚ', 'ਸਰ', 'ਗਰ', 'ਗਰਥ', 'ਸਹਬ', 'ਦ', 'ਰਚਨ', 'ਕਤ', 'ਗਈ', 'ਹ']","{'word_length': 2.1666666666666665, 'sentence_length': 12.0, 'char_ngrams': 35, 'prefix_suffix_count': 8, 'unique_roots_count': 12}"
ಆಧರ ಕರಡ ಮತದರರ ಗರತನ ಚಟ ಹದರಬಕ,kn,45,"['ಆಧರ', 'ಕರಡ', 'ಮತದರರ', 'ಗರತನ', 'ಚಟ', 'ಹದರಬಕ']","{'word_length': 3.6666666666666665, 'sentence_length': 6.0, 'char_ngrams': 25, 'prefix_suffix_count': 10, 'unique_roots_count': 6}"
दसऱय ककण जत जलमक आयलय आन तण आपल उलवपच रत हडल,kok,68,"['दसऱय', 'ककण', 'जत', 'जलमक', 'आयलय', 'आन', 'तण', 'आपल', 'उलवपच', 'रत', 'हडल']","{'word_length': 3.090909090909091, 'sentence_length': 11.0, 'char_ngrams': 42, 'prefix_suffix_count': 14, 'unique_roots_count': 11}"
य हनद ईरन शख क हनद आरय उपशख क अनतरगत वरगकत ह,hi,65,"['य', 'हनद', 'ईरन', 'शख', 'क', 'हनद', 'आरय', 'उपशख', 'क', 'अनतरगत', 'वरगकत', 'ह']","{'word_length': 2.75, 'sentence_length': 12.0, 'char_ngrams': 42, 'prefix_suffix_count': 14, 'unique_roots_count': 10}"
لال,ks,4,['لال'],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
ଟ20 ବଶୱକପର ପରଭବ ପକଇବର ବଫଳ ହବ ପର ହରଦଦକ ପଣଡୟଙକ ଦଳର ବଦ ଦଆଯଇଛ,or,87,"['ଟ20', 'ବଶୱକପର', 'ପରଭବ', 'ପକଇବର', 'ବଫଳ', 'ହବ', 'ପର', 'ହରଦଦକ', 'ପଣଡୟଙକ', 'ଦଳର', 'ବଦ', 'ଦଆଯଇଛ']","{'word_length': 3.8333333333333335, 'sentence_length': 12.0, 'char_ngrams': 55, 'prefix_suffix_count': 18, 'unique_roots_count': 12}"
ಅರಬನಕ ಆಯಕಯ ಟಪಸ ಡನಮ ಚಳಗಲದ ಉಡಗ ಒಳಉಡಪ ಮತತ ಈಜಡಗಯನನ ಒಳಗಡರತತದ ಮತತ ಇದ ಫಲಪ ಕರಟ ನಲಲ ಲಭಯವದ,kn,131,"['ಅರಬನಕ', 'ಆಯಕಯ', 'ಟಪಸ', 'ಡನಮ', 'ಚಳಗಲದ', 'ಉಡಗ', 'ಒಳಉಡಪ', 'ಮತತ', 'ಈಜಡಗಯನನ', 'ಒಳಗಡರತತದ', 'ಮತತ', 'ಇದ', 'ಫಲಪ', 'ಕರಟ', 'ನಲಲ', 'ಲಭಯವದ']","{'word_length': 4.0625, 'sentence_length': 16.0, 'char_ngrams': 78, 'prefix_suffix_count': 30, 'unique_roots_count': 15}"
মধযম পৰষৰ মনয আৰ তচছৰথবচক ৰপ আছ,as,47,"['মধযম', 'পৰষৰ', 'মনয', 'আৰ', 'তচছৰথবচক', 'ৰপ', 'আছ']","{'word_length': 3.5714285714285716, 'sentence_length': 7.0, 'char_ngrams': 29, 'prefix_suffix_count': 8, 'unique_roots_count': 7}"
more polite instead of politer,en,32,"['more', 'polite', 'instead', 'of', 'politer']","{'word_length': 5.2, 'sentence_length': 5.0, 'char_ngrams': 28, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
एत हमलय इव नननत,sa,27,"['एत', 'हमलय', 'इव', 'नननत']","{'word_length': 3.0, 'sentence_length': 4.0, 'char_ngrams': 13, 'prefix_suffix_count': 4, 'unique_roots_count': 4}"
అదచత అనన దకషణ భరత భషల మల దరవడ భష నడ ఉదభవచన వట లపల మతరమ బరహమ నడ పటటయ,te,110,"['అదచత', 'అనన', 'దకషణ', 'భరత', 'భషల', 'మల', 'దరవడ', 'భష', 'నడ', 'ఉదభవచన', 'వట', 'లపల', 'మతరమ', 'బరహమ', 'నడ', 'పటటయ']","{'word_length': 3.25, 'sentence_length': 16.0, 'char_ngrams': 65, 'prefix_suffix_count': 22, 'unique_roots_count': 15}"
ఆ తరవత బదధ శసనలలన అశకన శసనలలన ఆధరల పరసతవన ఉద,te,69,"['ఆ', 'తరవత', 'బదధ', 'శసనలలన', 'అశకన', 'శసనలలన', 'ఆధరల', 'పరసతవన', 'ఉద']","{'word_length': 4.0, 'sentence_length': 9.0, 'char_ngrams': 42, 'prefix_suffix_count': 14, 'unique_roots_count': 8}"
இககலகடடததல க,ta,20,"['இககலகடடததல', 'க']","{'word_length': 5.5, 'sentence_length': 2.0, 'char_ngrams': 10, 'prefix_suffix_count': 2, 'unique_roots_count': 2}"
൧കൽഡവലലന തടർനന എ,ml,27,"['൧കൽഡവലലന', 'തടർനന', 'എ']","{'word_length': 4.666666666666667, 'sentence_length': 3.0, 'char_ngrams': 14, 'prefix_suffix_count': 4, 'unique_roots_count': 3}"
পরচন ইঅ বকরণযকত করমভববচযর করমশ অপরচলন এব য ও ভ ধতর সহযয যগক করমভববচযর সমরক পরচলন,bn,122,"['পরচন', 'ইঅ', 'বকরণযকত', 'করমভববচযর', 'করমশ', 'অপরচলন', 'এব', 'য', 'ও', 'ভ', 'ধতর', 'সহযয', 'যগক', 'করমভববচযর', 'সমরক', 'পরচলন']","{'word_length': 4.0625, 'sentence_length': 16.0, 'char_ngrams': 78, 'prefix_suffix_count': 22, 'unique_roots_count': 15}"
૧૨મ સદમ જ આ ભષ સહતયક ભષ તરક વપરવ લગ,gu,54,"['૧૨મ', 'સદમ', 'જ', 'આ', 'ભષ', 'સહતયક', 'ભષ', 'તરક', 'વપરવ', 'લગ']","{'word_length': 2.6, 'sentence_length': 10.0, 'char_ngrams': 33, 'prefix_suffix_count': 10, 'unique_roots_count': 9}"
കരസതവബദ ആറ ശതകതതട തനന ഗരമങങളടകക കരളതതലയകക കടയറവൻ തടങങയ ബരഹമണർകക സമഹയവയവസഥതയൽ കരയമയ കകടതതലകൾകക അവസര ലഭചച കലഘടടമയരനന പരമകകനമരട വഴച അനയ നനനതനശഷമളള കല,ml,232,"['കരസതവബദ', 'ആറ', 'ശതകതതട', 'തനന', 'ഗരമങങളടകക', 'കരളതതലയകക', 'കടയറവൻ', 'തടങങയ', 'ബരഹമണർകക', 'സമഹയവയവസഥതയൽ', 'കരയമയ', 'കകടതതലകൾകക', 'അവസര', 'ലഭചച', 'കലഘടടമയരനന', 'പരമകകനമരട', 'വഴച', 'അനയ', 'നനനതനശഷമളള', 'കല']","{'word_length': 6.35, 'sentence_length': 20.0, 'char_ngrams': 144, 'prefix_suffix_count': 36, 'unique_roots_count': 20}"
મધયકલન ઈનડઆરયન ભષ વવધપરકત અન અપભરશ,gu,53,"['મધયકલન', 'ઈનડઆરયન', 'ભષ', 'વવધપરકત', 'અન', 'અપભરશ']","{'word_length': 4.833333333333333, 'sentence_length': 6.0, 'char_ngrams': 32, 'prefix_suffix_count': 8, 'unique_roots_count': 6}"
ബ,ml,3,['ബ'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
പരഷഭദ നരസ സസകത ബഹലയ എനനവ നമതത മലയള തമഴൽ നനന അകനന നൽകകനന എനനണ അദദഹ കരതയത,ml,116,"['പരഷഭദ', 'നരസ', 'സസകത', 'ബഹലയ', 'എനനവ', 'നമതത', 'മലയള', 'തമഴൽ', 'നനന', 'അകനന', 'നൽകകനന', 'എനനണ', 'അദദഹ', 'കരതയത']","{'word_length': 4.142857142857143, 'sentence_length': 14.0, 'char_ngrams': 69, 'prefix_suffix_count': 28, 'unique_roots_count': 13}"
हच एक मल करण आस क ककण लक जय परतत वसतत थइम तच majority न,kok,82,"['हच', 'एक', 'मल', 'करण', 'आस', 'क', 'ककण', 'लक', 'जय', 'परतत', 'वसतत', 'थइम', 'तच', 'majority', 'न']","{'word_length': 2.7333333333333334, 'sentence_length': 15.0, 'char_ngrams': 53, 'prefix_suffix_count': 12, 'unique_roots_count': 15}"
there are more people who have learned english as a second language than there are native speakers,en,99,"['there', 'are', 'more', 'people', 'who', 'have', 'learned', 'english', 'as', 'a', 'second', 'language', 'than', 'there', 'are', 'native', 'speakers']","{'word_length': 4.823529411764706, 'sentence_length': 17.0, 'char_ngrams': 96, 'prefix_suffix_count': 30, 'unique_roots_count': 15}"
ਦਵ ਦ ਅਰਥ ਵਚ ਜਮਨ ਆਸਮਨ ਦ ਫਰਕ ਹ,pa,43,"['ਦਵ', 'ਦ', 'ਅਰਥ', 'ਵਚ', 'ਜਮਨ', 'ਆਸਮਨ', 'ਦ', 'ਫਰਕ', 'ਹ']","{'word_length': 2.2222222222222223, 'sentence_length': 9.0, 'char_ngrams': 26, 'prefix_suffix_count': 8, 'unique_roots_count': 8}"
தமழகததன எலலகளத தலகபபயப படல,ta,43,"['தமழகததன', 'எலலகளத', 'தலகபபயப', 'படல']","{'word_length': 5.75, 'sentence_length': 4.0, 'char_ngrams': 24, 'prefix_suffix_count': 8, 'unique_roots_count': 4}"
मरठच वय कमन २५०० वरष आह,mr,30,"['मरठच', 'वय', 'कमन', '२५००', 'वरष', 'आह']","{'word_length': 3.0, 'sentence_length': 6.0, 'char_ngrams': 21, 'prefix_suffix_count': 8, 'unique_roots_count': 6}"
ಬಗಳರ ಅಕಟಬರ 26 ಭರತದ ದಶಯ ಇಕಮರಸ ಮರಕಟ ಪಲಸ ಆಗರವ ಫಲಪ ಕರಟ ಮರಕಟ ಪಲಸ ಪಲಟ ಫರಮ ನಲಲ ಕಷ ಸಮದಯಗಳ ಪರಗತ ಮತತ ಉತತಮ ಮರಕಟಟಯನನ ಒದಗಸಕಡವ ನಟಟನಲಲ ಕಷ ಉತಪದಕ ಸಸಥಗಳ ಎಫ ಪಒಗಳ ಜತಗನ ತನನ ಸಹಭಗತವವನನ ಮತತಷಟ ವಸತರಣ ಮಡಕಡದ,kn,282,"['ಬಗಳರ', 'ಅಕಟಬರ', '26', 'ಭರತದ', 'ದಶಯ', 'ಇಕಮರಸ', 'ಮರಕಟ', 'ಪಲಸ', 'ಆಗರವ', 'ಫಲಪ', 'ಕರಟ', 'ಮರಕಟ', 'ಪಲಸ', 'ಪಲಟ', 'ಫರಮ', 'ನಲಲ', 'ಕಷ', 'ಸಮದಯಗಳ', 'ಪರಗತ', 'ಮತತ', 'ಉತತಮ', 'ಮರಕಟಟಯನನ', 'ಒದಗಸಕಡವ', 'ನಟಟನಲಲ', 'ಕಷ', 'ಉತಪದಕ', 'ಸಸಥಗಳ', 'ಎಫ', 'ಪಒಗಳ', 'ಜತಗನ', 'ತನನ', 'ಸಹಭಗತವವನನ', 'ಮತತಷಟ', 'ವಸತರಣ', 'ಮಡಕಡದ']","{'word_length': 4.142857142857143, 'sentence_length': 35.0, 'char_ngrams': 177, 'prefix_suffix_count': 62, 'unique_roots_count': 32}"
even after the vowel shift the language still sounded different from modern english for example the consonant clusters kn ɡn sw in knight gnat and sword were still pronounced,en,181,"['even', 'after', 'the', 'vowel', 'shift', 'the', 'language', 'still', 'sounded', 'different', 'from', 'modern', 'english', 'for', 'example', 'the', 'consonant', 'clusters', 'kn', 'ɡn', 'sw', 'in', 'knight', 'gnat', 'and', 'sword', 'were', 'still', 'pronounced']","{'word_length': 5.0344827586206895, 'sentence_length': 29.0, 'char_ngrams': 172, 'prefix_suffix_count': 50, 'unique_roots_count': 26}"
ସହଭଳ ଦଇ ରଜୟର ସମନତ ଜଲଲର ଭଇଚରକ ବଢଇ ଉଭୟ ରଜୟର ପରଚଳତ ଭଷର ଶକଷକ ନଯକତ ସହ ବହ ଯଗଣ ପରକଷ ଉପର ଗରତୱରପ କରଯଇଛ,or,143,"['ସହଭଳ', 'ଦଇ', 'ରଜୟର', 'ସମନତ', 'ଜଲଲର', 'ଭଇଚରକ', 'ବଢଇ', 'ଉଭୟ', 'ରଜୟର', 'ପରଚଳତ', 'ଭଷର', 'ଶକଷକ', 'ନଯକତ', 'ସହ', 'ବହ', 'ଯଗଣ', 'ପରକଷ', 'ଉପର', 'ଗରତୱରପ', 'କରଯଇଛ']","{'word_length': 3.7, 'sentence_length': 20.0, 'char_ngrams': 91, 'prefix_suffix_count': 34, 'unique_roots_count': 19}"
অসময ভষৰ উদভৱ সমপৰক বভনন ভষবজঞনয সময সময বভনন মত আগবঢই আহছ,as,90,"['অসময', 'ভষৰ', 'উদভৱ', 'সমপৰক', 'বভনন', 'ভষবজঞনয', 'সময', 'সময', 'বভনন', 'মত', 'আগবঢই', 'আহছ']","{'word_length': 3.9166666666666665, 'sentence_length': 12.0, 'char_ngrams': 56, 'prefix_suffix_count': 22, 'unique_roots_count': 10}"
ধবন অনসৰ অসময ভষৰ বশষট সবৰধবনসমহক কইবটও ভগত ভগ কৰ হয,as,76,"['ধবন', 'অনসৰ', 'অসময', 'ভষৰ', 'বশষট', 'সবৰধবনসমহক', 'কইবটও', 'ভগত', 'ভগ', 'কৰ', 'হয']","{'word_length': 3.8181818181818183, 'sentence_length': 11.0, 'char_ngrams': 50, 'prefix_suffix_count': 16, 'unique_roots_count': 11}"
ഏററവ പഴകകമളള ദരവഡ വയകരണഗരനഥമയ തൽകകപപയതതല 40 ശതമന നയമങങള മലയളതതന മതരമ യജകകനനളള,ml,121,"['ഏററവ', 'പഴകകമളള', 'ദരവഡ', 'വയകരണഗരനഥമയ', 'തൽകകപപയതതല', '40', 'ശതമന', 'നയമങങള', 'മലയളതതന', 'മതരമ', 'യജകകനനളള']","{'word_length': 6.090909090909091, 'sentence_length': 11.0, 'char_ngrams': 75, 'prefix_suffix_count': 20, 'unique_roots_count': 11}"
اس کے علاوہ خلیجی یورپی ایشیائی اور امریکی علاقوں میں اردو بولنے والوں کی ایک بڑی تعداد آباد ہے جو بنیادی طور پر جنوبی ایشیاء سے کوچ کرنے والے اہل اردو ہیں,ur,159,"['اس', 'کے', 'علاوہ', 'خلیجی', 'یورپی', 'ایشیائی', 'اور', 'امریکی', 'علاقوں', 'میں', 'اردو', 'بولنے', 'والوں', 'کی', 'ایک', 'بڑی', 'تعداد', 'آباد', 'ہے', 'جو', 'بنیادی', 'طور', 'پر', 'جنوبی', 'ایشیاء', 'سے', 'کوچ', 'کرنے', 'والے', 'اہل', 'اردو', 'ہیں']","{'word_length': 3.875, 'sentence_length': 32.0, 'char_ngrams': 153, 'prefix_suffix_count': 50, 'unique_roots_count': 31}"
शसनसय कनदरसथन लणडन आसत,sa,36,"['शसनसय', 'कनदरसथन', 'लणडन', 'आसत']","{'word_length': 4.75, 'sentence_length': 4.0, 'char_ngrams': 20, 'prefix_suffix_count': 8, 'unique_roots_count': 4}"
সসকত ভষৰ পৰৱৰতনৰ ধৰইদ আহ অসময ভষৰ সষট হলও অসময ভষৰ বযকৰণ কছমন নৰদষট বশষতব পৰকশ কৰছ,as,126,"['সসকত', 'ভষৰ', 'পৰৱৰতনৰ', 'ধৰইদ', 'আহ', 'অসময', 'ভষৰ', 'সষট', 'হলও', 'অসময', 'ভষৰ', 'বযকৰণ', 'কছমন', 'নৰদষট', 'বশষতব', 'পৰকশ', 'কৰছ']","{'word_length': 3.8823529411764706, 'sentence_length': 17.0, 'char_ngrams': 80, 'prefix_suffix_count': 32, 'unique_roots_count': 14}"
این,ks,4,['این'],"{'word_length': 3.0, 'sentence_length': 1.0, 'char_ngrams': 1, 'prefix_suffix_count': 2, 'unique_roots_count': 1}"
اس وجہ سے شمال مشرقی ہندوستان کے ہندوؤں میں تحریک اٹھی کہ بجائے فارسی رسم الخط کہ اس زبان کو مقامی دیوناگری رسم الخط میں لکھا جانا چاہیے,ur,137,"['اس', 'وجہ', 'سے', 'شمال', 'مشرقی', 'ہندوستان', 'کے', 'ہندوؤں', 'میں', 'تحریک', 'اٹھی', 'کہ', 'بجائے', 'فارسی', 'رسم', 'الخط', 'کہ', 'اس', 'زبان', 'کو', 'مقامی', 'دیوناگری', 'رسم', 'الخط', 'میں', 'لکھا', 'جانا', 'چاہیے']","{'word_length': 3.892857142857143, 'sentence_length': 28.0, 'char_ngrams': 134, 'prefix_suffix_count': 42, 'unique_roots_count': 23}"
त वरग अकषर अनसवर उचचरण हद अरध न न वरण अघ त थ द ध न वरण पछ हदछ,ne,84,"['त', 'वरग', 'अकषर', 'अनसवर', 'उचचरण', 'हद', 'अरध', 'न', 'न', 'वरण', 'अघ', 'त', 'थ', 'द', 'ध', 'न', 'वरण', 'पछ', 'हदछ']","{'word_length': 2.263157894736842, 'sentence_length': 19.0, 'char_ngrams': 59, 'prefix_suffix_count': 16, 'unique_roots_count': 15}"
नपल भषक वभनन भषकहर छन,ne,37,"['नपल', 'भषक', 'वभनन', 'भषकहर', 'छन']","{'word_length': 3.4, 'sentence_length': 5.0, 'char_ngrams': 19, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
भरत नम एउट परचन हनद समरट भरत जन क मनक वशज ऋषभदवक जयषठ पतर थए तथ जसक कथ शरमदभगवत महपरणम छ क नमबट लएक ह,ne,145,"['भरत', 'नम', 'एउट', 'परचन', 'हनद', 'समरट', 'भरत', 'जन', 'क', 'मनक', 'वशज', 'ऋषभदवक', 'जयषठ', 'पतर', 'थए', 'तथ', 'जसक', 'कथ', 'शरमदभगवत', 'महपरणम', 'छ', 'क', 'नमबट', 'लएक', 'ह']","{'word_length': 3.08, 'sentence_length': 25.0, 'char_ngrams': 99, 'prefix_suffix_count': 32, 'unique_roots_count': 23}"
मरठ भष भरतचय परचन भषपक एक असन महरषटर परकतच आधनक रप आह,mr,84,"['मरठ', 'भष', 'भरतचय', 'परचन', 'भषपक', 'एक', 'असन', 'महरषटर', 'परकतच', 'आधनक', 'रप', 'आह']","{'word_length': 3.5, 'sentence_length': 12.0, 'char_ngrams': 51, 'prefix_suffix_count': 16, 'unique_roots_count': 12}"
اسے دنیا کی کل آبادی کا 47 فیصد افراد بولتے ہیں,ur,51,"['اسے', 'دنیا', 'کی', 'کل', 'آبادی', 'کا', '47', 'فیصد', 'افراد', 'بولتے', 'ہیں']","{'word_length': 3.3636363636363638, 'sentence_length': 11.0, 'char_ngrams': 45, 'prefix_suffix_count': 14, 'unique_roots_count': 11}"
some changes such as the use of dosupport have become universalised,en,70,"['some', 'changes', 'such', 'as', 'the', 'use', 'of', 'dosupport', 'have', 'become', 'universalised']","{'word_length': 5.181818181818182, 'sentence_length': 11.0, 'char_ngrams': 65, 'prefix_suffix_count': 18, 'unique_roots_count': 11}"
हयच परमण भरतत ककण लक सरवत आसत,kok,50,"['हयच', 'परमण', 'भरतत', 'ककण', 'लक', 'सरवत', 'आसत']","{'word_length': 3.2857142857142856, 'sentence_length': 7.0, 'char_ngrams': 27, 'prefix_suffix_count': 12, 'unique_roots_count': 7}"
प वरगक पच अकषर प फ ब भ म अरध म अननसक वरण ओषठय उचचरण,ne,71,"['प', 'वरगक', 'पच', 'अकषर', 'प', 'फ', 'ब', 'भ', 'म', 'अरध', 'म', 'अननसक', 'वरण', 'ओषठय', 'उचचरण']","{'word_length': 2.466666666666667, 'sentence_length': 15.0, 'char_ngrams': 49, 'prefix_suffix_count': 14, 'unique_roots_count': 13}"
ପରସପର ଆଲଚନ ମଧୟମର ଦଇ ରଜଯର ଜନସଧରଣଙକ ପଇ ପଦକଷପ ଗରହଣ କରଯବକ ବଠକର ଆଲଚନ ହଇଥଲ,or,97,"['ପରସପର', 'ଆଲଚନ', 'ମଧୟମର', 'ଦଇ', 'ରଜଯର', 'ଜନସଧରଣଙକ', 'ପଇ', 'ପଦକଷପ', 'ଗରହଣ', 'କରଯବକ', 'ବଠକର', 'ଆଲଚନ', 'ହଇଥଲ']","{'word_length': 4.3076923076923075, 'sentence_length': 13.0, 'char_ngrams': 66, 'prefix_suffix_count': 22, 'unique_roots_count': 12}"
পণডতসকল এই লপ বৰহম লপৰপৰ কটল ব সদধমতক লপ হ নইব বৰহমৰ পৰ কমৰপ লপৰ মজৰ উদভৱ হৱ বল মত পষণ কৰ,as,136,"['পণডতসকল', 'এই', 'লপ', 'বৰহম', 'লপৰপৰ', 'কটল', 'ব', 'সদধমতক', 'লপ', 'হ', 'নইব', 'বৰহমৰ', 'পৰ', 'কমৰপ', 'লপৰ', 'মজৰ', 'উদভৱ', 'হৱ', 'বল', 'মত', 'পষণ', 'কৰ']","{'word_length': 3.090909090909091, 'sentence_length': 22.0, 'char_ngrams': 87, 'prefix_suffix_count': 24, 'unique_roots_count': 21}"
वचन एक वचन म तम ऊ उन तन तय बह वचन हम तमहर उनहर तनहर,ne,85,"['वचन', 'एक', 'वचन', 'म', 'तम', 'ऊ', 'उन', 'तन', 'तय', 'बह', 'वचन', 'हम', 'तमहर', 'उनहर', 'तनहर']","{'word_length': 2.466666666666667, 'sentence_length': 15.0, 'char_ngrams': 49, 'prefix_suffix_count': 12, 'unique_roots_count': 12}"
खस समदयक मतभष भएकल यसलई खस भष भनर चननछ,ne,55,"['खस', 'समदयक', 'मतभष', 'भएकल', 'यसलई', 'खस', 'भष', 'भनर', 'चननछ']","{'word_length': 3.3333333333333335, 'sentence_length': 9.0, 'char_ngrams': 36, 'prefix_suffix_count': 12, 'unique_roots_count': 8}"
इस नगर क नम स भ जन जत ह,hi,36,"['इस', 'नगर', 'क', 'नम', 'स', 'भ', 'जन', 'जत', 'ह']","{'word_length': 1.6666666666666667, 'sentence_length': 9.0, 'char_ngrams': 21, 'prefix_suffix_count': 2, 'unique_roots_count': 9}"
तय शललखवरल वरल मजकर खललपरमण,mr,42,"['तय', 'शललखवरल', 'वरल', 'मजकर', 'खललपरमण']","{'word_length': 4.6, 'sentence_length': 5.0, 'char_ngrams': 25, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
اگرچہ لفظ اردو بذات خود ترک زبان کے لفظ اوردو لشکر فوج یا اوردا سے نکلا ہے اسی سے انگریزی لفظ کا ظہور ہوا,ur,109,"['اگرچہ', 'لفظ', 'اردو', 'بذات', 'خود', 'ترک', 'زبان', 'کے', 'لفظ', 'اوردو', 'لشکر', 'فوج', 'یا', 'اوردا', 'سے', 'نکلا', 'ہے', 'اسی', 'سے', 'انگریزی', 'لفظ', 'کا', 'ظہور', 'ہوا']","{'word_length': 3.4166666666666665, 'sentence_length': 24.0, 'char_ngrams': 103, 'prefix_suffix_count': 36, 'unique_roots_count': 20}"
ସନୟର ଲଗ ସପନର ୟଜବନଦର ଚହଲ ଏବ ଦରତ ବଲର ମହମମଦ ସରଜ ଦଳକ ଫରଛନତ,or,76,"['ସନୟର', 'ଲଗ', 'ସପନର', 'ୟଜବନଦର', 'ଚହଲ', 'ଏବ', 'ଦରତ', 'ବଲର', 'ମହମମଦ', 'ସରଜ', 'ଦଳକ', 'ଫରଛନତ']","{'word_length': 3.5833333333333335, 'sentence_length': 12.0, 'char_ngrams': 52, 'prefix_suffix_count': 20, 'unique_roots_count': 12}"
ਐਥਨਲਗ 2005 ਬਲਆ ਨਲ ਸਬਧਤ ਇਕ ਵਸਵਗਆਨਕਸ ਮਤਬਕ ਪਜਬ ਨ 88 ਕਰੜ ਲਕ ਬਲਦ ਹਨ ਜਸ ਨਲ ਪਜਬ ਸਮਚ ਦਨਆ ਵਚ ਸਭ ਤ ਵਧ ਬਲ ਜਣ ਵਲ ਦਸਵ ਬਲ ਹ,pa,167,"['ਐਥਨਲਗ', '2005', 'ਬਲਆ', 'ਨਲ', 'ਸਬਧਤ', 'ਇਕ', 'ਵਸਵਗਆਨਕਸ', 'ਮਤਬਕ', 'ਪਜਬ', 'ਨ', '88', 'ਕਰੜ', 'ਲਕ', 'ਬਲਦ', 'ਹਨ', 'ਜਸ', 'ਨਲ', 'ਪਜਬ', 'ਸਮਚ', 'ਦਨਆ', 'ਵਚ', 'ਸਭ', 'ਤ', 'ਵਧ', 'ਬਲ', 'ਜਣ', 'ਵਲ', 'ਦਸਵ', 'ਬਲ', 'ਹ']","{'word_length': 2.6666666666666665, 'sentence_length': 30.0, 'char_ngrams': 107, 'prefix_suffix_count': 26, 'unique_roots_count': 27}"
७३तमन ७४तमन च सवधनसशधनन सथनयशसनरथ पञचयतरजयपरणल ससथबदधकत,sa,85,"['७३तमन', '७४तमन', 'च', 'सवधनसशधनन', 'सथनयशसनरथ', 'पञचयतरजयपरणल', 'ससथबदधकत']","{'word_length': 7.0, 'sentence_length': 7.0, 'char_ngrams': 53, 'prefix_suffix_count': 12, 'unique_roots_count': 7}"
ସମତ ୯୯୧ ସନର ଲଖ ଓ ୭୧୫ ସନର ଲଖର ଓଡଆ ଶବଦ ଭତର ଆଉ ପନଦର ପରଭତର ବୟବହର ଦଖବକ ମଳ,or,95,"['ସମତ', '୯୯୧', 'ସନର', 'ଲଖ', 'ଓ', '୭୧୫', 'ସନର', 'ଲଖର', 'ଓଡଆ', 'ଶବଦ', 'ଭତର', 'ଆଉ', 'ପନଦର', 'ପରଭତର', 'ବୟବହର', 'ଦଖବକ', 'ମଳ']","{'word_length': 3.0588235294117645, 'sentence_length': 17.0, 'char_ngrams': 66, 'prefix_suffix_count': 26, 'unique_roots_count': 16}"
